DATE,SYMBOL,DELIV_QTY,DELIV_PER
20260915,544285,227873,36.74
20260915,544286,51411,40.32
20260915,544288,56359,41.88
20260915,544289,89741,68.63
20260915,544290,57916,61.05
20260915,544291,32300,80.55
20260915,544292,15457,54.29
20260915,544293,2314,69.36
20260915,544294,26985,50.27
20260915,544296,15200,64.41
20260915,544301,4484,43.13
20260915,544302,1985,15.63
20260915,544303,300,100.0
20260915,544304,6400,66.67
20260915,544305,100681,55.34
20260915,544306,32426,68.26
20260915,544307,247395,63.59
20260915,544308,57345,98.73
20260915,544309,3059,48.58
20260915,544310,64750,59.4
20260915,544311,28287,50.03
20260915,544314,24933,96.76
20260915,544315,21005,70.25
20260915,544316,10987,61.82
20260915,544317,27430,63.32
20260915,544318,2765,77.36
20260915,544319,5255,57.01
20260915,544320,4461,66.86
20260915,544321,531,92.99
20260915,544322,8035,47.57
20260915,544323,19642,70.79
20260915,544324,2000,100.0
20260915,544325,104906,61.92
20260915,544326,3360,94.57
20260915,544327,106000,89.83
20260915,544328,11839,60.78
20260915,544329,42000,95.45
20260915,544330,29000,70.73
20260915,544331,14000,100.0
20260915,544332,10800,79.41
20260915,544333,18581,100.0
20260915,544334,6750,100.0
20260915,544335,5000,100.0
20260915,544336,106643,47.14
20260915,544338,25685,89.57
20260915,544339,3739,70.56
20260915,544340,4800,100.0
20260915,544341,1600,100.0
20260915,544342,26631,100.0
20260915,544343,35600,96.74
20260915,544344,1023,54.24
20260915,544345,11844,82.98
20260915,544346,51,67.11
20260915,544347,5400,100.0
20260915,544348,4800,66.67
20260915,544349,1600,100.0
20260915,544350,2644,34.54
20260915,544351,4800,100.0
20260915,544352,135,87.1
20260915,544353,1200,100.0
20260915,544354,7800,74.29
20260915,544355,337,93.87
20260915,544356,2257,71.06
20260915,544361,1612,68.48
20260915,544362,23868,59.55
20260915,544363,3,75.0
20260915,544364,1522,87.47
20260915,544365,58000,69.05
20260915,544367,15838,59.39
20260915,544368,1200,100.0
20260915,544369,12000,100.0
20260915,544370,600,50.0
20260915,544371,756,62.22
20260915,544372,6000,100.0
20260915,544373,1600,100.0
20260915,544375,159,67.66
20260915,544376,11430,85.52
20260915,544377,2522,100.0
20260915,544379,9095,70.48
20260915,544380,714,54.38
20260915,544381,2400,100.0
20260915,544382,3842,99.95
20260915,544383,12000,100.0
20260915,544384,299360,38.16
20260915,544385,4036,82.81
20260915,544386,936,100.0
20260915,544387,36500,53.68
20260915,544388,2000,100.0
20260915,544389,558,78.92
20260915,544390,8076,59.24
20260915,544393,1600,100.0
20260915,544394,5164,91.89
20260915,544395,848971,55.23
20260915,544396,1066,65.16
20260915,544397,109956,41.92
20260915,544398,96000,72.73
20260915,544399,3600,100.0
20260915,544400,20000,83.33
20260915,544401,100,100.0
20260915,544402,2722,74.62
20260915,544403,9197,46.61
20260915,544404,2203,74.88
20260915,544405,58265,43.31
20260915,544406,27200,91.89
20260915,544407,73763,37.73
20260915,544408,4674,47.36
20260915,544409,3000,75.0
20260915,544410,13100,49.62
20260915,544411,9272,75.24
20260915,544412,9000,100.0
20260915,544413,14578,78.03
20260915,544414,24144,71.33
20260915,544415,450,95.74
20260915,544416,280,80.46
20260915,544417,4800,100.0
20260915,544418,28064,72.64
20260915,544419,27224,49.31
20260915,544420,58435,39.21
20260915,544421,55176,62.6
20260915,544423,4339,90.83
20260915,544424,6367,92.46
20260915,544425,7200,100.0
20260915,544427,385,99.74
20260915,544428,1200,100.0
20260915,544429,10980,66.98
20260915,544430,62424,74.98
20260915,544432,17578,83.59
20260915,544433,10800,56.25
20260915,544434,148800,100.0
20260915,544435,21600,96.43
20260915,544437,8400,87.5
20260915,544438,37990,99.2
20260915,544439,31421,79.07
20260915,544440,30750,100.0
20260915,544441,9600,80.0
20260915,544442,16800,100.0
20260915,544443,3343,69.81
20260915,544444,31200,100.0
20260915,544445,8000,100.0
20260915,544446,11302,69.26
20260915,544447,248,54.99
20260915,544448,2949,49.4
20260915,544449,37330,55.67
20260915,544450,2312,100.0
20260915,544451,1200,100.0
20260915,544452,8000,100.0
20260915,544453,21000,94.59
20260915,544454,738,78.85
20260915,544455,45463,55.81
20260915,544456,22116,100.0
20260915,544457,7668,87.58
20260915,544458,272500,63.3
20260915,544459,30856,47.53
20260915,544460,35200,100.0
20260915,544461,25,92.59
20260915,544462,1,100.0
20260915,544463,13200,100.0
20260915,544464,8000,100.0
20260915,544465,13314,56.22
20260915,544466,14788,59.2
20260915,544467,294765,71.88
20260915,544469,82985,100.0
20260915,544470,41355,86.12
20260915,544471,4000,100.0
20260915,544472,3200,100.0
20260915,544473,183975,93.89
20260915,544474,9600,100.0
20260915,544475,26000,65.0
20260915,544476,9918,78.35
20260915,544477,7361,59.81
20260915,544478,3251,100.0
20260915,544479,2969,55.87
20260915,544480,33844,66.56
20260915,544481,39800,94.08
20260915,544482,10000,83.33
20260915,544483,2400,100.0
20260915,544484,25960,40.18
20260915,544485,34348,84.17
20260915,544486,69077,99.95
20260915,544487,3298,68.22
20260915,544488,106955,51.92
20260915,544489,2400,100.0
20260915,544490,26674,37.98
20260915,544491,3059,60.85
20260915,544492,2734,69.46
20260915,544493,3103,91.45
20260915,544494,6400,100.0
20260915,544495,1200,100.0
20260915,544496,100852,65.08
20260915,544497,1942585,41.5
20260915,544498,20800,100.0
20260915,544499,608,98.54
20260915,544500,12000,85.71
20260915,544501,74000,60.66
20260915,544502,831,100.0
20260915,544503,20000,76.92
20260915,544504,24800,83.78
20260915,544505,44000,84.62
20260915,544506,600,100.0
20260915,544507,94982,53.94
20260915,544508,19200,100.0
20260915,544510,1600,100.0
20260915,544511,8800,73.33
20260915,544512,2648,85.28
20260915,544513,3065,95.48
20260915,544514,5600,100.0
20260915,544515,261723,51.27
20260915,544516,54500,63.74
20260915,544517,4250,72.45
20260915,544518,43200,100.0
20260915,544519,2149,54.77
20260915,544520,24000,100.0
20260915,544521,7426,74.57
20260915,544522,89,86.41
20260915,544523,2684,56.7
20260915,544524,44000,72.37
20260915,544525,18881,72.62
20260915,544526,2790,59.55
20260915,544527,5816,54.56
20260915,544528,3556,71.94
20260915,544529,9600,100.0
20260915,544530,5922,75.48
20260915,544531,19800,73.33
20260915,544532,15611,51.66
20260915,544533,3911,62.37
20260915,544534,21325,58.05
20260915,544535,14400,64.29
20260915,544536,18,100.0
20260915,544537,28525,56.5
20260915,544538,44000,100.0
20260915,544539,3200,100.0
20260915,544540,27071,59.2
20260915,544541,59400,82.5
20260915,544542,3000,100.0
20260915,544543,4485,84.72
20260915,544544,9600,100.0
20260915,544545,5232,57.88
20260915,544546,6000,83.33
20260915,544547,456,98.06
20260915,544548,6400,80.0
20260915,544549,2000,40.0
20260915,544550,19058,53.32
20260915,544551,1000,100.0
20260915,544552,2400,100.0
20260915,544554,50000,100.0
20260915,544555,22800,100.0
20260915,544556,1600,50.0
20260915,544557,1852,95.12
20260915,544558,8158,91.01
20260915,544559,9600,100.0
20260915,544560,2000,100.0
20260915,544561,18000,75.0
20260915,544562,7870,67.69
20260915,544563,20000,100.0
20260915,544564,34,100.0
20260915,544565,2000,100.0
20260915,544567,2400,100.0
20260915,544568,48000,86.96
20260915,544569,179616,43.67
20260915,544570,4410,71.94
20260915,544572,902,28.15
20260915,544574,70396,71.83
20260915,544576,33197,70.65
20260915,544577,377,78.87
20260915,544578,29425,64.35
20260915,544579,2173,100.0
20260915,544580,7114,71.03
20260915,544581,19119,85.97
20260915,544582,7200,66.67
20260915,544583,56923,76.51
20260915,544584,4000,100.0
20260915,544586,179398,82.78
20260915,544587,1121,62.21
20260915,544594,8400,58.33
20260915,544595,1432,70.58
20260915,544597,151927,93.58
20260915,544598,60238,100.0
20260915,544599,1862,63.85
20260915,544600,95059,49.18
20260915,544601,120,84.51
20260915,544602,182770,62.92
20260915,544603,772755,48.83
20260915,544604,8397,46.12
20260915,544605,44962,52.68
20260915,544606,2418857,47.52
20260915,544607,22800,90.48
20260915,544608,289526,65.46
20260915,544609,227562,41.23
20260915,544610,35400,81.94
20260915,544611,7200,85.71
20260915,544612,34020,49.23
20260915,544613,9091,44.73
20260915,544614,12561,55.02
20260915,544615,4192,78.31
20260915,544616,8000,72.73
20260915,544617,82183,54.64
20260915,544618,40,90.91
20260915,544619,9466,72.18
20260915,544622,585734,60.75
