DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,TRIGGER_COUNT_30D,AI_SCORE,COMBINED_SCORE,SIS,Whale_Density,Implied_Trades,AI_WIN_PROBABILITY,ATR14,STOP_LOSS,TAKE_PROFIT,CHANDELIER_EXIT,REC_POS_SIZE_INR
2026-08-31,KNRCON,,NSE,121.93,51.19,92140062.4,11540.687801023954,,43.08,49.45500000000001,49.38166666666667,118229002.93999998,112545223.1463636,86693864.44878788,12893.374742749224,12113.271692370668,11686.543843271706,1.0366195281649735,1.0628210310595778,0.987519317584067,,,,0.4945054945054945,0.6703296703296703,0.6263736263736264,1,0.6923076923076923,0,0.6119453858523427,12.525157353294732,7983.931632898416,38.211794092869624,4.8127709943518955,112.30445801129622,141.18108397740758,,100000.0
2026-09-18,BHATIA,,BSE,39.75,76.54,6916301.25,8847.557915057914,,85.06200000000001,80.6509090909091,80.02090909090909,21199095.758000005,8542043.420454545,3711345.320909091,22026.32616780409,15090.809658119302,10149.781289371304,0.9565000056803337,1.8635563796865602,0.871699366007319,,,,0.38461538461538464,0.8351648351648352,0.5274725274725275,1,0.6384615384615384,1,0.5825413198163951,127.92325833201545,781.7186749610248,36.57264818965629,,,,,
2026-09-07,GNFC,,NSE,589.9,41.34,146383095.1,20767.234480131287,,40.898,48.2359090909091,47.99560606060607,245299207.03000003,198677339.06136367,154604268.24469697,21158.94613805332,20537.115897311814,16510.07332853905,0.8613288463906101,0.9468244102311258,1.2578523466781566,,,,0.17032967032967034,0.6098901098901099,0.7637362637362637,1,0.7362637362637361,1,0.5809470881479917,14.186907624780291,7048.752458592869,23.277440926353258,18.020999031346207,553.8580019373076,661.9839961253848,,100000.0
2026-09-08,GNFC,,NSE,589.9,41.34,146383095.1,20767.234480131287,,40.898,48.2359090909091,47.99560606060607,245299207.03000003,198677339.06136367,154604268.24469697,21158.94613805332,20537.115897311814,16510.07332853905,0.8613288463906101,0.9468244102311258,1.2578523466781566,,,,0.17032967032967034,0.6098901098901099,0.7637362637362637,2,0.6362637362637361,1,0.5809470881479917,14.186907624780291,7048.752458592869,23.277440926353258,18.020999031346207,553.8580019373076,661.9839961253848,,100000.0
2026-08-26,EMAMILTD,,NSE,380.6,46.54,287129207.2,18496.42647413663,,45.518,56.05954545454545,57.70212121212121,482415685.06,420049325.815909,255271956.4295455,18114.38437343456,19985.763401946027,16421.81589199646,0.806556137319672,1.1247972993823434,1.126332592923008,,,,0.13736263736263737,0.6978021978021978,0.6868131868131868,1,0.6956043956043956,0,0.5619941847187306,6.441847785012319,15523.496260290596,61.31765934660665,11.360713413783483,357.87857317243305,426.04285365513397,,100000.0
2026-08-14,KTKBANK,,NSE,314.55,65.62,276097206.15000004,20235.07391367253,,52.78,55.74272727272727,53.87151515151516,347250491.35,493373365.25909096,413080249.70454544,21294.486349472783,26907.29889092796,24886.68565376193,1.2180834308343083,0.6683863640236439,0.8130883394918338,,,,0.8681318681318682,0.5054945054945055,0.4835164835164835,1,0.6274725274725275,0,0.5603838487116386,7.328967285050714,13644.48715768937,65.01722716497585,8.514914592272131,297.52017081545574,348.60965836908855,,100000.0
2026-09-11,IBULLSLTD,,NSE,29.09,54.86,214456774.38,18127.597789572694,,69.174,60.84772727272727,58.74348484848485,577051016.5239999,286769859.55227274,193229651.2231818,39543.02101777766,24389.715048835347,20253.908918504687,0.9338907989796419,1.1098543780545393,0.8950172464245003,,,,0.3076923076923077,0.6813186813186813,0.5714285714285714,1,0.6417582417582417,1,0.5457649230464277,8.45279793188163,11830.402288788602,64.90962528707061,1.411428587777274,26.26714282444545,34.735714351109095,,100000.0
2026-08-26,DECCANCE,,NSE,567.2,52.95,22172415.200000003,14299.76134958791,,48.114,64.00727272727273,64.87106060606061,13723344.680000002,11159071.175,8295867.286363634,13237.61499283108,19897.167946619236,16222.203729933766,0.8162345351735026,2.67270611192708,0.8814931428337015,,,,0.15384615384615385,0.8901098901098901,0.5384615384615384,1,0.6274725274725275,1,0.5449663309754313,64.49347633354759,1550.5444222423312,17.937076316688206,,,,,
2026-08-31,SBICARD,,NSE,637.0,56.98,344838039.0,27032.087041651837,,56.868,55.63818181818183,48.21424242424242,718690347.6299999,1410638542.3977275,773536295.9348485,29387.86044145428,40276.97307025889,32352.912726072045,1.1818084685148988,0.4457942578935483,0.8355379705848758,,,,0.8241758241758241,0.3516483516483517,0.5054945054945055,1,0.6208791208791209,1,0.5146491389386407,7.839067615638494,12756.619141861425,65.55425338624416,18.892865862165177,599.2142682756696,712.5714634486607,,100000.0
2026-08-27,LAURUSLABS,,NSE,2017.5,46.73,2045948767.5,65319.45790517696,,56.544,56.72227272727273,53.15833333333333,2380534332.92,4334875159.940909,2735423931.1333337,84729.11127950074,92982.0466564346,71556.6520338687,0.8790719548518576,0.7479457733091952,0.9128355792031803,,,,0.19230769230769232,0.5439560439560439,0.5989010989010989,1,0.6329670329670329,0,0.49203478822907476,3.1926243189849064,31322.19453612223,52.77517286608078,49.457162039620535,1918.5856759207588,2215.3286481584823,,100000.0
