DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,TRIGGER_COUNT_30D,AI_SCORE,COMBINED_SCORE,SIS,Whale_Density,Implied_Trades,AI_WIN_PROBABILITY,ATR14,STOP_LOSS,TAKE_PROFIT,CHANDELIER_EXIT,REC_POS_SIZE_INR
2026-09-24,LTGILTCASE,,NSE,30.22,97.86,8160095.06,43474.31588541667,,96.39,90.60909090909092,86.75469696969697,5862824.212,3894116.456363637,3287597.433333333,31101.348310784902,21070.49006662584,18162.63951092693,1.1280080896851277,2.482084630333339,2.3936122202536607,,,,0.7078651685393258,0.9325842696629213,0.9775280898876404,1,0.9505617977528089,3,0.9071883224624857,532.767272510385,187.69921720004064,75.82212361695744,,,,,
2026-08-20,WINDMACHIN,,NSE,300.9,72.8,26398257.9,21669.54838323353,,64.816,58.599545454545456,55.81272727272728,19160563.220000003,14646921.425,20228990.683333334,20916.780066845487,13742.775741098383,13460.311235621404,1.3043619897709873,1.3049715783274114,1.6098846456007034,,,,0.898876404494382,0.8089887640449438,0.9438202247191011,1,0.9370786516853933,3,0.89346877954203,82.0870394755615,1218.2191078991398,65.9577087383581,10.464285714285714,279.97142857142853,342.7571428571428,,100000.0
2026-09-11,IBULLSLTD,,NSE,28.41,70.08,348163555.65,28980.879115013373,,58.846,60.25363636363636,58.17530303030303,324402581.606,285713562.47409093,198180489.74787876,24030.29451955417,23969.40201319284,20599.54385622094,1.204634894011569,1.756800359575893,1.406869944174095,,,,0.8089887640449438,0.9213483146067416,0.898876404494382,1,0.9123595505617978,2,0.8871975061909483,8.323926684660563,12013.56088158264,82.85979366951688,1.3742856979370117,25.661428604125977,33.90714279174804,,100000.0
2026-08-28,PRARUH,,BSE,155.4,100.0,6526800.0,353961.1111111111,,100.0,100.0,95.57015151515152,7056240.0,7960289.090909091,3988021.8181818174,321002.66765666765,329735.3705102925,220567.7669540427,1.0463517993287494,1.6366008757132726,1.6047726102466375,,,,0.5617977528089888,0.8764044943820225,0.9325842696629213,1,0.9033707865168539,1,0.8356594661195347,5423.195304147685,18.439313797812062,63.60629429920917,,,,,
2026-08-20,WONDERLA,,NSE,509.95,75.17,23770809.3,17341.081750823272,,64.814,57.373636363636365,60.76954545454546,17194384.39,24388523.91590909,31194600.5780303,8314.2625730116,10588.521548491435,9274.822705070432,1.2369682780699063,0.7620167868647525,1.8696941496620862,,,,0.8426966292134831,0.6292134831460674,0.9550561797752809,1,0.9202247191011235,2,0.8292109301691679,72.95116262963445,1370.7800725218008,34.06749961603732,,,,,
2026-08-13,TLL,,BSE,379.15,70.1,32531070.0,300150.7594936709,,81.292,73.05045454545456,71.26606060606059,26692896.0,14445613.636363637,9058515.454545457,263405.8219809805,233989.56844546023,189098.19715796603,0.9836379253161437,3.5912142738219086,1.5872745695345547,,,,0.4606741573033708,0.9550561797752809,0.9213483146067416,1,0.8943820224719101,3,0.8283590825099711,922.6587366897888,108.38243439689168,60.423718691330144,,,,,
2026-08-26,PAYTM,,NSE,1735.5,54.24,3330549456.0,66560.02468552954,,44.11200000000001,44.12681818181819,42.22318181818182,2907279158.84,3250525869.040909,2593678411.4348483,71194.4658248213,70100.74406033341,60391.29494511607,1.284602383438654,1.2841027019064817,1.1021460087255894,,,,0.8876404494382022,0.797752808988764,0.7865168539325843,1,0.8404494382022472,1,0.8096992510463228,1.9984697889899625,50038.28456698389,61.78222036305666,61.31428745814732,1612.8714250837054,1980.7571498325892,,100000.0
2026-08-20,STEELCAS,,NSE,357.8,50.85,31622006.2,13300.661062042223,,50.63199999999999,52.04090909090908,48.83742424242424,43090807.84,21943730.909090903,21703920.47878788,9685.497564086516,9749.647052161912,10217.374072072598,1.0412097031896181,1.4569720816525045,1.3017690228644216,,,,0.5393258426966292,0.8426966292134831,0.8764044943820225,1,0.8640449438202247,2,0.7937647975358804,42.061408052099566,2377.4762812536974,36.34077700437986,15.749997820172991,326.30000435965405,420.799991280692,,100000.0
2026-08-21,ACESOFT,,BSE,197.3,100.0,7596839.2,32444.96153846154,,100.0,100.0,80.05318181818183,10039009.66,6877806.874999999,7125849.500757575,44152.165799276656,37483.23135459047,29946.813778241696,1.249169586127404,1.0660959369394978,1.083419484246932,,,,0.8539325842696629,0.7415730337078652,0.7528089887640449,1,0.8112359550561798,1,0.7691660259123954,427.0850110722567,234.14542165489723,39.97395210647676,,,,,
2026-09-04,KATIPATANG,,BSE,12.91,81.08,1087667.5,13363.0,,92.476,89.35681818181818,85.74303030303031,2572590.576,1474311.9068181815,764766.5945454546,20585.541733639897,16434.593518291527,9200.892734352106,0.9456162175916762,1.4222215088336387,1.4523590683878322,,,,0.3595505617977528,0.8314606741573034,0.9101123595505618,1,0.8651685393258426,1,0.7621700247111147,1228.5923777257296,81.39396093691536,68.73534510690149,,,,,
2026-08-26,EMAMILTD,,NSE,390.5,60.03,411793965.0,18557.91408754209,,45.21,55.40045454545455,57.328333333333326,625567231.1800001,463934238.8340908,272023686.3575758,22350.850114968947,21062.5087203558,17037.052621766237,1.0471262028665291,1.513816574262198,1.0892678739415775,,,,0.5786516853932584,0.8595505617977528,0.7696629213483146,1,0.8056179775280898,0,0.7555974311529348,4.506601763224502,22189.66868029834,37.32493511733494,11.967856270926339,366.5642874581473,438.37142508370533,,100000.0
2026-09-10,EMAMILTD,,NSE,390.5,60.03,411793965.0,18557.91408754209,,45.21,55.40045454545455,57.328333333333326,625567231.1800001,463934238.8340908,272023686.3575758,22350.850114968947,21062.5087203558,17037.052621766237,1.0471262028665291,1.513816574262198,1.0892678739415775,,,,0.5786516853932584,0.8595505617977528,0.7696629213483146,2,0.7056179775280899,0,0.7555974311529348,4.506601763224502,22189.66868029834,37.32493511733494,11.967856270926339,366.5642874581473,438.37142508370533,,100000.0
