DATE,SYMBOL,ISIN,EXCHANGE,CLOSE,DELIV_PER,DELIVERY_TURNOVER,ATW,EVER_100_DELIV,DELIV_PER_1W,DELIV_PER_1M,DELIV_PER_3M,DELIVERY_TURNOVER_1W,DELIVERY_TURNOVER_1M,DELIVERY_TURNOVER_3M,ATW_1W,ATW_1M,ATW_3M,MOMENTUM_RAW,FOOTPRINT_RAW,STABILITY_RAW,HASMOMENTUMDATA,HASFOOTPRINTDATA,HASSTABILITYHISTORY20D,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,TRIGGER_COUNT_30D,AI_SCORE,COMBINED_SCORE,SIS,Whale_Density,Implied_Trades,AI_WIN_PROBABILITY
2026-09-15,JHACC,,BSE,195.0,97.91,8094645.0,96513.36904761904,,84.556,77.5468181818182,76.84166666666667,1811304.98,553177.5181818182,374958.8159090909,14194.474681384629,8448.895551510115,6591.537723154374,1.2741785055850774,21.58809089572801,14.642011181790318,,,,0.8689655172413793,1.0,1.0,1,0.9868965517241379,3,0.973078000346713,1192.3113249267763,83.87071221196472,81.18341127659103
2026-09-15,VENTIVE,,NSE,563.15,86.61,38999826.95,31447.800488485696,,69.75399999999999,63.93272727272727,59.699393939393936,15615022.26,12285382.35,12215502.628030304,13122.87649654614,12268.41131803039,10851.572870605378,1.4507684967107934,3.192650203398839,2.8979946836712633,,,,0.9793103448275862,0.9310344827586207,0.9862068965517241,1,0.982758620689655,3,0.9681220652856266,80.63574366317975,1240.1448223470957,65.9577087383581
